Основные средства,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость,Номер счёта,Дата,Классификатор
Кресло руководителя,41013606000682.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
Кресло руководителя,41013606000683.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
Кресло руководителя,41013606000684.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
Кресло руководителя,41013606000686.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
Кресло руководителя,41013606000687.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
Кресло руководителя,41013606000688.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
Кресло руководителя,41013606000689.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
Кресло руководителя,41013606000690.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
Стеллаж металлический 6 полок,4101360401096.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,24.04.2017,Введено в эксплуатацию,84.0,1.19,100.0,4945.2,1.0,4945.2,0.0,101,30.06.2022,101.36
Доска магнитно-маркерная BRAUBERG 120х240,4101360500004.0,330.32.99.53.130,5.0,100% при вводе в эксплуатацию,19.07.2017,Введено в эксплуатацию,120.0,0.833,100.0,12751.17,1.0,12751.17,0.0,101,30.06.2022,101.36
Доска магнитно-маркерная информ. вращающ. 90х120 см,4101360300031.0,330.32.99.53,3.0,100% при вводе в эксплуатацию,17.03.2017,Введено в эксплуатацию,60.0,1.667,100.0,10025.28,1.0,10025.28,0.0,101,30.06.2022,101.36
Станция паяльная термовоздушная ELEMENT 878D,4101360300029.0,330.28.29.60,3.0,100% при вводе в эксплуатацию,20.04.2017,Введено в эксплуатацию,60.0,1.667,100.0,4480.0,1.0,4480.0,0.0,101,30.06.2022,101.36
Источник постоянного тока АКИП-1104,4101360300028.0,330.26.51.6,3.0,100% при вводе в эксплуатацию,20.04.2017,Введено в эксплуатацию,60.0,1.667,100.0,19500.0,1.0,19500.0,0.0,101,30.06.2022,101.36
"Печь СВЧ MYSTERY MMW-2032 20 л, серебристый",4101360401135.0,330.28.21.13.129,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,4829.0,1.0,4829.0,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401144.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401155.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401332.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401333.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401345.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401351.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401358.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401373.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401376.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401385.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401399.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401410.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401416.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401423.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401432.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Шкаф-купе № 2 зеркальный накладная № 41,4101360401175.0,330.31.01.1,4.0,Линейный,25.12.2017,Введено в эксплуатацию,84.0,1.19,64.29,52225.23,1.0,33573.42,18651.81,101,30.06.2022,101.36
"Кресло офисное ""Метта""",4101360401209.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
"Кресло офисное ""Метта""",4101360401219.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
"Кресло офисное ""Метта""",4101360401224.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
"Кресло офисное ""Метта""",4101360401229.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,4356.66,1.0,4356.66,0.0,101,30.06.2022,101.36
Флипчарт магнитно-маркерный 70х100 см,4101360401239.0,330.32.99.53.190,4.0,100% при вводе в эксплуатацию,18.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,5023.27,1.0,5023.27,0.0,101,30.06.2022,101.36
Флипчарт магнитно-маркерный 70х100 см ATTACHE,4101360401246.0,330.32.99.53.190,4.0,100% при вводе в эксплуатацию,18.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,6159.66,1.0,6159.66,0.0,101,30.06.2022,101.36
Шкаф-купе № 5 зеркальный накладная № 45,4101360401249.0,330.31.01.1,4.0,Линейный,25.12.2017,Введено в эксплуатацию,84.0,1.19,64.29,61002.7,1.0,39215.88,21786.82,101,30.06.2022,101.36
"Станция рабочая Артикул пк-тна-ср160х158х75 на 2 рабочих места, цвет Дуб Альпийский 160х158х75, ДСП, производство Россия",4101360401253.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,22.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,14968.54,1.0,14968.54,0.0,101,30.06.2022,101.36
Кресло ColleqeH935L2 B,4101360401259.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,26.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,5790.85,1.0,5790.85,0.0,101,30.06.2022,101.36
Стол в прямой высокий 70 х 60 см,4101360401303.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,7438.8,1.0,7438.8,0.0,101,30.06.2022,101.36
Стол в прямой высокий 70 х 60 см,4101360401308.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,7438.8,1.0,7438.8,0.0,101,30.06.2022,101.36
Стол в прямой высокий 70 х 60 см,4101360401309.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,7438.8,1.0,7438.8,0.0,101,30.06.2022,101.36
Стол в прямой высокий 70 х 60 см,4101360401312.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,7438.8,1.0,7438.8,0.0,101,30.06.2022,101.36
Стол в прямой высокий 70 х 60 см,4101360401314.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100.0,7438.8,1.0,7438.8,0.0,101,30.06.2022,101.36
"Тумба мобильная, цвет - Дуб альпийский 43х47х64",4101360401317.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,13.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,5662.59,1.0,5662.59,0.0,101,30.06.2022,101.36
"Тумба мобильная, цвет - Дуб альпийский 43х47х64",4101360401324.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,13.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,5662.59,1.0,5662.59,0.0,101,30.06.2022,101.36
"Тумба мобильная, цвет - Дуб альпийский 43х47х64",4101360401330.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,13.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,5662.59,1.0,5662.59,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401439.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401448.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401453.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401472.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401477.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401493.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401512.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401521.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
Тумба мобильная,4101360401529.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100.0,7909.97,1.0,7909.97,0.0,101,30.06.2022,101.36
