,Unnamed: 0,Основное средство,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость
854,845,Шкаф комбинированный,4101360400965.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,8951.25,1.0,8951.25,0.0
855,846,Шкаф комбинированный,4101360400967.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,8951.25,1.0,8951.25,0.0
856,847,Шкаф-купе низкий,4101360400714.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4316.5,1.0,4316.5,0.0
857,848,Шкаф-купе средний,4101360400736.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6359.25,1.0,6359.25,0.0
858,849,Тумба мобильная,4101360400640.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
859,850,Тумба мобильная,4101360400869.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
860,851,Тумба мобильная,4101360400887.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
861,852,Тумба мобильная,4101360400905.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
862,853,Тумба мобильная,4101360400929.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
863,854,Тумба мобильная,4101360400935.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
864,855,Тумба мобильная,4101360400939.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
865,856,Кресло оператора,4101360400764.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4513.5,1.0,4513.5,0.0
866,857,Кресло оператора,4101360400807.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4513.5,1.0,4513.5,0.0
867,858,Кресло оператора,4101360400848.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4513.5,1.0,4513.5,0.0
868,859,Конференц-кресло,4101360400751.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,3660.95,1.0,3660.95,0.0
869,860,Конференц-кресло,4101360400756.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,3660.95,1.0,3660.95,0.0
870,861,Диван двухместный,4101360400687.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,12687.95,1.0,12687.95,0.0
871,862,Шкаф глухой,4101360400691.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6083.85,1.0,6083.85,0.0
872,863,Шкаф глухой,4101360400698.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6083.85,1.0,6083.85,0.0
873,864,Шкаф глухой,4101360400720.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6083.85,1.0,6083.85,0.0
874,865,Офисная перегородка,4101360400649.0,16 3612515,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,10606.68,1.0,10606.68,0.0
875,866,Офисная перегородка,4101360400653.0,16 3612515,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,10606.68,1.0,10606.68,0.0
876,867,Офисная перегородка,4101360400657.0,16 3612515,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,10606.68,1.0,10606.68,0.0
877,868,Офисная перегородка,4101360400671.0,16 3612515,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,10606.68,1.0,10606.68,0.0
878,869,Офисная перегородка,4101360400674.0,16 3612515,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,10606.68,1.0,10606.68,0.0
879,870,Офисная перегородка,4101360400679.0,16 3612515,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,10606.68,1.0,10606.68,0.0
880,871,Кушетка смотровая,4101360400684.0,330.32.50.30.110,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6669.95,1.0,6669.95,0.0
881,872,Шкаф медицинский,4101360400685.0,330.32.50.30.110,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,7171.45,1.0,7171.45,0.0
882,873,Стол на металлоопорах на одно рабочее место,11013606000828.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
883,874,Стол на металлоопорах на одно рабочее место,11013606000829.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
884,875,Стол на металлоопорах на одно рабочее место,11013606000830.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
885,876,Стол на металлоопорах на одно рабочее место,11013606000831.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
886,877,Стол на металлоопорах на одно рабочее место,11013606000832.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
887,878,Стол на металлоопорах на одно рабочее место,11013606000833.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
888,879,Стол на металлоопорах на одно рабочее место,11013606000834.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
889,880,Стол на металлоопорах на одно рабочее место,11013606000835.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
890,881,Стол на металлоопорах на одно рабочее место,11013606000836.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
891,882,Стол на металлоопорах на одно рабочее место,11013606000837.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
892,883,Стол на металлоопорах на одно рабочее место,11013606000838.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
893,884,Стол на металлоопорах на одно рабочее место,11013606000839.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
894,885,Стол на металлоопорах на одно рабочее место,11013606000840.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
895,886,Стол на металлоопорах на одно рабочее место,11013606000841.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
896,887,Стол на металлоопорах на одно рабочее место,11013606000842.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
897,888,Стол на металлоопорах на одно рабочее место,11013606000843.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
898,889,Стол на металлоопорах на одно рабочее место,11013606000844.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
899,890,Стол на металлоопорах на одно рабочее место,11013606000845.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
900,891,Стол на металлоопорах на одно рабочее место,11013606000846.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
901,892,Стол на металлоопорах на одно рабочее место,11013606000847.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
902,893,Стол на металлоопорах на одно рабочее место,11013606000848.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
903,894,Стол на металлоопорах на одно рабочее место,11013606000849.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
904,895,Стол на металлоопорах на одно рабочее место,11013606000850.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,19854.53,1.0,19854.53,0.0
